CT.PA.1,CT.PA.2,KD.PA.3,KD.PA.4,CT.SI.5,KD.SI.6,CT.SI.7
FBgn0036911,101,125,123,171,283,276,204
FBgn0036913,1460,1496,1363,1570,2927,2136,2312
FBgn0036915,434,549,485,542,1046,700,675
FBgn0036916,114,162,160,190,332,243,207
FBgn0036918,332,471,416,504,1034,782,547
FBgn0036919,632,746,771,909,1206,809,837
FBgn0036920,127,173,174,229,329,292,258
FBgn0036921,1471,1845,1513,1577,4446,3745,3402
FBgn0036922,39,43,44,65,71,88,72
FBgn0036926,36,19,18,12,79,122,78
FBgn0036927,52,65,43,44,137,113,101
FBgn0036928,616,932,838,889,1533,1609,1133
FBgn0036929,280,318,301,310,935,1072,581
FBgn0036931,26,37,36,49,90,91,52
FBgn0036932,165,183,182,218,387,291,327
FBgn0036945,46,41,73,64,81,87,62
FBgn0036958,1216,1219,1233,1358,2448,1455,1295
FBgn0036964,102,128,152,160,318,292,197
FBgn0036967,258,333,332,361,928,700,547
FBgn0036973,114,168,129,133,336,236,223
FBgn0036974,1431,1836,1461,1697,3875,2721,2369
FBgn0036975,108,153,117,142,246,182,182
FBgn0036980,554,623,600,705,1106,905,745
FBgn0036984,57,68,81,117,106,142,64
FBgn0036985,1668,1795,780,821,5074,1273,2020
FBgn0036987,116,143,132,138,260,207,165
FBgn0036988,99,136,111,118,240,287,209
FBgn0036990,100,176,185,167,406,268,209
FBgn0036991,69,88,90,85,261,182,122
FBgn0036994,143,165,197,190,325,257,195
FBgn0036997,40,47,62,53,67,69,54
FBgn0036998,66,93,98,105,262,302,207
FBgn0036999,326,397,488,365,961,1453,787
FBgn0037000,83,147,177,106,487,247,56
FBgn0037001,1208,1566,1510,1665,2154,1663,1941
FBgn0037007,537,639,491,577,1750,1240,821
FBgn0037008,44,77,75,67,164,160,113
FBgn0037009,216,361,309,344,761,602,497
FBgn0037010,591,659,671,721,1329,1015,981
FBgn0037011,135,195,202,264,420,468,337
FBgn0037012,84,73,69,109,286,253,146
FBgn0037016,212,202,249,270,502,490,193
FBgn0037018,109,141,144,159,273,246,186
FBgn0037019,104,111,112,125,220,249,188
FBgn0037020,219,292,270,282,536,410,358
FBgn0037021,425,466,407,427,955,664,631
FBgn0037022,62,83,83,59,210,156,79
FBgn0037024,189,245,228,247,341,259,263
FBgn0037025,492,465,629,590,1628,1473,818
FBgn0037026,625,733,760,933,1418,1114,927
FBgn0037027,636,681,707,796,1551,1427,976
FBgn0037028,137,197,253,362,441,502,324
FBgn0037031,39,49,62,70,101,105,108
FBgn0037044,251,282,315,338,434,401,350
FBgn0037045,47,64,58,95,111,122,85
FBgn0037050,104,104,95,120,276,193,135
FBgn0037051,1811,2258,2000,2448,4122,3031,2632
FBgn0037057,241,288,208,242,440,354,402
FBgn0037061,60,88,99,88,303,255,185
FBgn0037063,313,410,413,462,665,640,550
FBgn0037070,128,176,153,141,323,296,241
FBgn0037071,115,178,153,177,272,317,260
FBgn0037073,637,767,678,706,1627,1169,1143
FBgn0037074,2021,2159,1881,1987,4938,3315,3270
FBgn0037076,101,136,108,126,239,208,193
FBgn0037081,401,427,402,448,1204,914,621
FBgn0037082,159,194,198,167,473,509,301
FBgn0037084,125,137,138,142,247,183,202
FBgn0037087,110,140,155,178,319,281,192
FBgn0037092,64,86,96,121,189,230,165
FBgn0037093,994,1091,971,1088,2228,1615,1418
FBgn0037094,977,1071,1023,1152,1964,1382,1289
FBgn0037098,1044,1016,1058,1054,2705,1673,1804
FBgn0037102,169,246,204,263,510,419,301
FBgn0037105,145,177,193,199,557,454,353
FBgn0037106,55,84,100,82,190,160,122
FBgn0037108,612,880,744,803,1649,1380,1280
FBgn0037109,726,791,899,871,1652,1272,974
FBgn0037110,157,191,134,200,441,236,263
FBgn0037116,392,409,363,378,918,577,583
FBgn0037117,135,120,94,125,291,278,191
FBgn0037120,396,418,402,472,938,801,650
FBgn0037121,160,242,206,234,432,327,281
FBgn0037126,26,19,28,32,50,72,51
FBgn0037130,318,337,363,375,545,598,395
FBgn0037134,64,56,80,82,188,142,81
FBgn0037135,3184,3760,3840,4286,5401,4589,4417
FBgn0037137,1867,1893,1982,1951,3766,2704,2661
FBgn0037138,591,662,756,846,1555,1371,1030
FBgn0037141,217,265,279,263,628,512,334
FBgn0037142,288,328,355,365,682,612,501
FBgn0037144,40,46,33,55,81,64,108
FBgn0037149,120,160,182,223,287,310,212
FBgn0037150,122,156,119,172,390,324,231
FBgn0037151,63,102,109,132,193,186,137
FBgn0037153,47,38,158,160,111,306,62
FBgn0037156,113,150,152,190,248,161,153
FBgn0037182,995,1186,1089,1197,2303,1649,1461
FBgn0037183,39,71,46,53,108,70,65
FBgn0037184,71,95,97,87,173,168,133
FBgn0037185,99,133,99,129,199,154,156
FBgn0037188,267,222,249,284,523,417,324
FBgn0037199,135,195,155,183,494,333,249
FBgn0037200,156,163,161,210,308,306,219
FBgn0037202,194,275,295,315,464,442,290
FBgn0037203,23,18,33,35,51,57,50
FBgn0037205,345,367,379,384,869,712,628
FBgn0037206,353,427,474,470,928,738,496
FBgn0037207,2517,2771,2465,2717,5561,4321,3529
FBgn0037212,34,23,22,31,104,109,86
FBgn0037213,318,288,451,575,619,726,527
FBgn0037215,3225,3971,3385,3576,7495,5862,5743
FBgn0037217,48,41,33,48,63,48,43
FBgn0037218,1416,1524,1633,1753,3245,2698,2345
FBgn0037220,987,1210,1155,1287,2104,1629,1586
FBgn0037222,241,288,154,196,619,333,321
FBgn0037223,22,27,4,7,68,8,41
FBgn0037225,39,57,58,55,125,108,57
FBgn0037228,6398,8665,9282,10025,19368,20158,12859
FBgn0037229,19,40,23,26,67,73,37
FBgn0037231,327,410,328,414,951,625,426
FBgn0037232,156,195,147,178,383,338,319
FBgn0037234,385,394,451,493,1044,951,625
FBgn0037235,302,407,376,457,1014,913,719
FBgn0037236,597,721,692,759,1555,1443,1173
FBgn0037239,609,760,392,421,1463,603,975
FBgn0037240,974,975,1469,1628,2666,3011,1375
FBgn0037241,337,437,444,511,897,772,707
FBgn0037242,397,437,469,464,829,795,573
FBgn0037244,160,224,198,215,460,344,289
FBgn0037248,1158,1230,1122,1156,3339,2355,2181
FBgn0037249,6798,7682,7708,7748,12298,10009,9347
FBgn0037250,127,185,183,178,372,313,235
FBgn0037251,107,168,208,198,252,294,233
FBgn0037252,1173,1233,1396,1481,2732,2044,1789
FBgn0037255,877,956,919,1018,1897,1412,873
FBgn0037261,1025,1040,1188,1183,2062,1807,1504
FBgn0037262,332,404,501,496,973,757,544
FBgn0037265,101,114,96,126,292,199,146
FBgn0037270,3498,4755,4557,4868,7748,5346,5170
FBgn0037279,669,731,706,710,1495,1451,1382
FBgn0037282,571,616,649,714,1090,990,875
FBgn0037290,8,12,93,102,22,196,31
FBgn0037293,475,596,490,540,1050,901,750
FBgn0037297,193,247,208,263,466,392,288
FBgn0037298,846,980,1104,1243,1674,1485,1143
FBgn0037299,282,355,313,357,759,626,445
FBgn0037301,543,632,723,767,1294,1277,955
FBgn0037305,288,431,409,495,661,855,609
FBgn0037312,1137,1448,1348,1583,2235,1432,1616
FBgn0037313,899,1244,963,1160,1845,1302,1567
FBgn0037315,1458,1597,1529,1721,2938,2337,1626
FBgn0037317,75,135,117,140,338,192,158
FBgn0037327,2591,3016,2911,3209,6093,4318,3920
FBgn0037328,13533,17671,15525,16129,32792,17502,16554
FBgn0037329,382,483,431,472,785,510,527
FBgn0037330,213,260,325,357,529,487,421
FBgn0037332,272,302,323,357,664,578,471
FBgn0037336,969,1019,998,990,2160,1810,1444
FBgn0037338,143,170,176,159,420,391,262
FBgn0037339,676,835,889,925,1688,1498,1002
FBgn0037340,85,125,154,145,244,202,152
FBgn0037341,147,188,180,188,398,231,299
FBgn0037342,239,278,291,320,527,414,400
FBgn0037344,2953,2687,2952,3062,7048,4689,3437
FBgn0037345,66,77,81,101,244,252,117
FBgn0037347,162,211,171,218,433,381,289
FBgn0037350,66,69,70,63,215,125,118
FBgn0037351,25062,35931,32593,33925,50307,29524,35631
FBgn0037354,312,354,332,386,561,412,437
FBgn0037356,138,159,230,224,258,263,212
FBgn0037358,435,550,562,558,998,970,914
FBgn0037359,78,108,124,159,216,226,208
FBgn0037360,1209,1489,1379,1596,2474,1984,1701
FBgn0037363,1285,1300,1079,1255,2816,1941,1665
FBgn0037364,210,253,305,296,595,554,398
FBgn0037368,35,55,55,49,113,87,64
FBgn0037369,141,169,264,261,386,423,284
FBgn0037370,307,401,443,493,759,666,537
FBgn0037371,525,607,626,702,1264,1183,905
FBgn0037372,128,165,183,181,320,298,274
FBgn0037374,634,742,784,840,1428,1336,1334
FBgn0037375,27,44,29,30,64,23,34
FBgn0037376,670,792,691,778,1704,1408,1171
FBgn0037377,244,308,251,266,536,442,428
FBgn0037378,234,297,323,365,529,496,480
FBgn0037379,616,640,635,636,1409,1127,887
FBgn0037382,312,445,460,477,923,791,546
FBgn0037383,120,135,141,145,249,189,187
FBgn0037384,120,144,144,188,277,317,248
FBgn0037391,861,1048,1015,1158,1727,1331,1129
FBgn0037405,17,42,30,49,61,60,33
FBgn0037429,82,101,114,101,173,134,120
FBgn0037435,63,74,82,93,166,176,112
FBgn0037439,665,773,698,802,1749,1384,1074
FBgn0037440,140,176,195,186,310,332,279
FBgn0037442,1649,1908,1730,2070,3825,2934,2498
FBgn0037443,1154,1204,1133,1147,2379,1673,929
FBgn0037445,998,943,826,769,2353,1321,1221
FBgn0037446,602,735,651,749,1515,974,812
FBgn0037465,237,346,369,399,511,531,465
FBgn0037466,382,400,352,407,893,706,561
FBgn0037467,430,563,616,666,1054,842,783
FBgn0037468,1204,1563,3005,3016,4133,6722,2704
FBgn0037469,103,145,162,137,259,221,186
FBgn0037470,582,639,671,821,1321,1376,851
FBgn0037472,150,195,209,195,290,292,228
FBgn0037473,154,145,167,190,399,295,254
FBgn0037478,160,205,230,230,423,274,254
FBgn0037481,107,126,138,148,250,230,231
FBgn0037482,536,635,642,671,1195,829,848
FBgn0037489,405,472,504,530,1160,906,784
FBgn0037490,29,30,52,55,101,86,41
FBgn0037491,92,113,99,105,250,172,164
FBgn0037492,28,29,26,44,61,46,60
FBgn0037504,138,201,164,227,494,402,271
FBgn0037513,30,47,31,34,77,52,70
FBgn0037515,481,603,544,555,1109,780,607
FBgn0037518,110,127,176,193,312,267,179
FBgn0037526,107,124,117,118,241,243,203
FBgn0037529,263,295,309,356,739,549,381
FBgn0037530,2084,2326,2167,2301,4323,3228,3799
FBgn0037531,164,163,204,197,397,438,241
FBgn0037533,2747,3308,3321,3699,6243,5101,4374
FBgn0037535,58,83,68,70,186,161,148
FBgn0037536,631,749,663,759,1515,1497,976
FBgn0037537,458,578,574,701,1158,969,719
FBgn0037538,296,435,411,438,656,517,507
FBgn0037539,423,463,362,423,1017,532,564
FBgn0037540,73,78,92,93,209,174,123
FBgn0037541,1409,1483,1738,1657,2986,2770,2210
FBgn0037543,116,136,131,121,316,227,212
FBgn0037544,37,67,48,48,125,84,70
FBgn0037548,84,99,85,94,232,138,220
FBgn0037549,1393,1643,1765,1822,3033,2616,2297
FBgn0037550,123,178,195,223,366,299,240
FBgn0037551,532,646,536,669,1622,1142,872
FBgn0037552,1085,1324,1150,1120,3819,3138,2770
FBgn0037553,144,186,153,159,425,282,472
FBgn0037554,427,467,584,641,837,870,575
FBgn0037555,417,478,471,540,1017,730,545
FBgn0037556,357,405,410,469,967,901,638
FBgn0037560,253,349,295,321,951,1096,730
FBgn0037561,193,246,217,224,597,389,276
FBgn0037566,274,338,371,383,783,662,457
FBgn0037567,88,104,130,132,166,187,170
FBgn0037569,161,229,277,280,390,297,320
FBgn0037573,589,766,772,893,1214,995,1088
FBgn0037574,65,112,77,86,204,126,101
FBgn0037578,115,160,141,157,406,340,218
FBgn0037580,1257,1611,1964,2030,2720,2753,2250
FBgn0037581,43,46,59,62,90,114,72
FBgn0037583,235,259,297,312,613,984,555
FBgn0037592,257,321,271,253,650,449,469
FBgn0037602,30,41,48,53,89,54,41
FBgn0037603,182,246,224,231,405,361,330
FBgn0037606,197,220,167,205,480,301,310
FBgn0037607,3033,3607,5489,5953,5746,6575,4553
FBgn0037608,199,267,268,283,539,415,366
FBgn0037609,387,499,478,529,964,900,738
FBgn0037610,135,169,201,180,284,249,217
FBgn0037611,27,40,41,34,115,108,64
FBgn0037612,839,1034,854,938,1502,1038,1133
FBgn0037613,70,90,93,114,209,189,136
FBgn0037614,189,221,192,240,594,470,333
FBgn0037617,117,175,149,162,334,331,222
FBgn0037619,64,94,83,116,162,158,142
FBgn0037621,485,555,534,640,903,662,886
FBgn0037622,489,569,606,617,1158,1245,919
FBgn0037624,26,22,27,17,23,100,64
FBgn0037632,4281,5345,6563,7059,8743,8663,7222
FBgn0037633,831,930,779,828,1923,1434,1143
FBgn0037634,131,123,110,116,269,215,124
FBgn0037635,157,192,76,99,361,162,236
FBgn0037636,16997,16993,13432,16065,63721,42891,13096
FBgn0037637,493,619,568,626,877,1200,820
FBgn0037638,617,788,727,793,1539,1148,1265
FBgn0037643,1611,2002,1947,2048,3748,3201,3055
FBgn0037644,564,730,682,838,1147,994,788
FBgn0037646,32,53,5,10,132,12,65
FBgn0037647,228,313,303,332,545,635,423
FBgn0037648,252,323,278,335,629,506,414
FBgn0037652,251,316,285,338,734,607,530
FBgn0037653,399,536,508,644,880,777,613
FBgn0037655,1578,1643,1578,1750,2544,1752,1896
FBgn0037656,87,109,116,117,215,202,142
FBgn0037657,666,772,810,823,1600,1205,1118
FBgn0037659,1630,1669,1475,1634,3396,2330,2100
FBgn0037660,285,311,350,345,661,504,372
FBgn0037661,81,143,126,120,203,222,202
FBgn0037667,62,69,104,80,164,219,167
FBgn0037669,66,110,92,94,269,208,191
FBgn0037670,55,75,67,69,223,189,101
FBgn0037671,2426,3022,3125,3678,4857,4397,3670
FBgn0037672,48,65,82,110,97,131,51
FBgn0037679,87,119,128,160,279,222,145
FBgn0037680,190,224,397,442,500,844,379
FBgn0037683,1090,1654,712,916,2541,1211,1702
FBgn0037686,10784,14119,12052,12396,27870,17562,12888
FBgn0037687,143,208,190,226,313,317,297
FBgn0037688,140,141,154,183,352,292,194
FBgn0037696,66,72,89,88,200,205,125
FBgn0037700,399,527,621,668,1261,1135,668
FBgn0037702,3015,3093,3048,3148,6307,4678,4677
FBgn0037703,296,345,308,348,779,518,488
FBgn0037705,343,299,232,203,635,291,304
FBgn0037707,456,531,577,534,882,690,607
FBgn0037708,41,64,54,66,141,163,113
FBgn0037709,169,250,179,190,356,369,347
FBgn0037710,267,325,336,386,897,746,565
FBgn0037712,38,59,39,58,100,66,84
FBgn0037713,32,57,38,56,73,65,81
FBgn0037714,29,28,31,35,51,50,69
FBgn0037715,144,210,164,148,324,247,251
FBgn0037716,250,301,289,277,644,411,287
FBgn0037717,283,352,476,522,609,644,459
FBgn0037718,1694,2182,1741,1895,4448,2726,2970
FBgn0037719,301,386,301,379,855,511,450
FBgn0037720,933,941,1072,1069,1754,1360,1171
FBgn0037722,164,210,188,209,498,354,295
FBgn0037723,114,172,193,199,285,329,250
FBgn0037728,1681,2388,2752,3000,5527,5382,4132
FBgn0037734,681,724,656,766,1065,903,989
FBgn0037737,151,173,137,181,476,477,272
FBgn0037739,139,180,292,308,400,529,236
FBgn0037741,221,242,270,256,495,449,356
FBgn0037742,58,58,82,90,115,118,102
FBgn0037743,311,346,383,428,820,760,531
FBgn0037744,271,385,431,429,678,723,461
FBgn0037746,336,424,448,534,818,780,596
FBgn0037747,152,206,257,255,394,483,364
FBgn0037749,201,265,253,256,500,393,333
FBgn0037750,238,233,253,272,395,327,308
FBgn0037751,106,140,159,158,236,169,209
FBgn0037754,230,231,55,59,667,127,582
FBgn0037755,305,385,319,326,870,802,764
FBgn0037756,1686,2257,1999,2346,5484,4597,3069
FBgn0037757,739,894,1172,1258,1664,1478,1061
FBgn0037758,925,1113,1078,1109,1977,1476,1496
FBgn0037759,174,220,257,336,342,392,323
FBgn0037760,1409,1326,1187,1248,3016,1897,1824
FBgn0037770,553,629,619,685,1374,1023,1001
FBgn0037773,35,58,56,71,158,123,116
FBgn0037777,29,35,26,33,86,68,55
FBgn0037778,76,72,117,114,230,226,136
FBgn0037779,261,283,257,263,649,382,390
FBgn0037780,241,282,290,350,581,478,337
FBgn0037781,40,56,42,55,108,100,109
FBgn0037788,102,106,92,98,227,176,56
FBgn0037792,385,440,501,465,1047,919,753
FBgn0037794,133,150,155,167,435,407,226
FBgn0037802,50,58,53,56,167,105,88
FBgn0037807,3028,3847,4197,4295,6548,6273,6555
FBgn0037808,6207,5887,6261,5890,13263,10686,10223
FBgn0037809,93,100,105,110,293,236,129
FBgn0037810,2209,2245,2596,2558,6826,6653,4121
FBgn0037814,324,351,457,451,842,795,538
FBgn0037815,95,122,122,140,261,212,173
FBgn0037822,470,615,584,673,1350,1028,823
FBgn0037831,302,329,269,278,870,666,584
FBgn0037834,951,1105,1287,1360,2067,1841,1858
FBgn0037837,126,163,164,106,461,1603,440
FBgn0037838,51,76,75,92,121,136,105
FBgn0037842,146,181,179,199,438,305,248
FBgn0037843,808,887,980,1114,2327,1893,1532
FBgn0037844,123,148,270,247,284,359,178
FBgn0037846,36,52,71,66,108,97,98
FBgn0037847,188,208,198,182,464,284,292
FBgn0037848,370,437,575,586,751,944,707
FBgn0037850,179,216,341,368,353,489,266
FBgn0037852,412,506,652,708,1012,999,531
FBgn0037853,895,1058,1079,1356,2123,1822,1129
FBgn0037855,387,398,462,515,847,638,528
FBgn0037856,291,317,389,414,605,661,443
FBgn0037873,485,700,774,846,952,1080,860
FBgn0037874,10136,14242,11417,12962,24305,18665,16413
FBgn0037875,542,582,716,775,911,790,809
FBgn0037876,66,81,112,112,180,132,99
FBgn0037877,225,288,284,338,545,504,370
FBgn0037878,686,862,896,941,1755,1317,1068
FBgn0037880,98,128,148,167,190,193,141
FBgn0037881,612,733,702,843,1174,867,878
FBgn0037882,135,166,183,204,303,274,171
FBgn0037883,46,64,39,58,122,107,94
FBgn0037884,590,756,603,647,1314,809,1194
FBgn0037885,65,102,96,146,154,169,149
FBgn0037890,335,431,424,436,739,790,735
FBgn0037891,1212,1289,1478,1450,1630,1440,1764
FBgn0037892,114,183,163,198,308,274,172
FBgn0037894,970,1222,1379,1358,2315,2051,1894
FBgn0037896,41,39,73,86,86,128,54
FBgn0037897,794,773,741,812,1526,1189,1197
FBgn0037899,2004,2549,1798,2117,4804,2962,2237
FBgn0037900,196,261,247,222,473,305,350
FBgn0037901,324,375,521,517,706,741,461
FBgn0037902,48,62,86,77,93,92,77
FBgn0037906,29,39,49,39,48,41,34
FBgn0037911,119,122,167,153,304,277,226
FBgn0037913,102,216,247,122,865,1036,786
FBgn0037915,47,50,61,60,97,113,102
FBgn0037916,24,37,28,34,70,56,65
FBgn0037917,447,591,390,487,1292,782,731
FBgn0037918,825,864,897,1076,1603,1252,1165
FBgn0037920,56,69,74,97,211,147,115
FBgn0037923,15,16,27,30,42,55,43
FBgn0037924,607,665,700,732,1664,1097,957
FBgn0037926,1276,1366,1557,1673,2335,2517,2052
FBgn0037930,1248,1735,1723,1930,3845,3279,2240
FBgn0037931,247,249,291,295,567,442,342
FBgn0037933,111,149,121,147,350,296,236
FBgn0037934,47,40,47,36,129,95,76
FBgn0037942,65,102,128,150,254,181,161
FBgn0037943,329,428,381,425,831,659,625
FBgn0037944,619,632,729,745,1323,920,918
FBgn0037949,258,227,243,200,582,397,334
FBgn0037955,443,544,503,623,1037,846,695
FBgn0037958,260,306,338,364,634,551,526
FBgn0037960,167,179,232,224,422,417,329
FBgn0037963,660,710,954,947,1654,1680,1174
FBgn0037973,151,227,190,230,414,271,295
FBgn0037974,146,185,119,166,329,251,230
FBgn0037975,161,190,215,258,348,355,405
FBgn0037978,210,268,277,296,424,395,399
FBgn0037979,493,588,506,586,1281,969,835
FBgn0037980,111,144,137,154,232,168,184
FBgn0037981,113,125,122,126,201,137,128
FBgn0037989,8152,8598,8596,8594,16314,13622,12100
FBgn0037998,455,543,654,662,1065,931,717
FBgn0037999,589,740,790,891,1106,1095,801
FBgn0038013,194,224,247,286,555,508,354
FBgn0038016,1342,1471,1453,1578,2957,2111,1842
FBgn0038020,480,644,691,822,1541,1852,849
FBgn0038034,139,269,234,226,607,553,515
FBgn0038035,285,365,354,352,805,743,432
FBgn0038037,197,349,262,263,632,697,612
FBgn0038038,526,629,638,647,1075,734,796
FBgn0038039,740,798,743,911,1278,990,1043
FBgn0038043,200,253,363,444,384,410,287
FBgn0038046,289,358,425,507,682,604,475
FBgn0038047,48,36,39,54,148,124,93
FBgn0038049,420,540,693,800,765,971,611
FBgn0038053,409,545,557,569,834,807,866
FBgn0038055,195,197,261,268,388,331,272
FBgn0038056,222,297,278,277,443,371,352
FBgn0038057,73,112,99,90,231,209,161
FBgn0038058,164,196,167,214,392,360,362
FBgn0038065,1471,1787,1561,1698,4070,2669,2277
FBgn0038080,97,158,165,160,495,411,275
FBgn0038088,179,203,121,145,434,252,284
FBgn0038098,339,370,409,424,660,458,664
FBgn0038099,438,524,540,525,802,627,871
FBgn0038100,676,807,560,640,2282,1512,820
FBgn0038102,27,28,20,24,66,59,56
FBgn0038105,382,486,415,520,904,644,601
FBgn0038106,356,463,509,514,949,732,660
FBgn0038107,681,960,1122,1355,1667,1567,926
FBgn0038108,4558,4377,5033,5276,8867,6239,4916
FBgn0038109,19,27,26,30,53,59,50
FBgn0038110,293,371,420,465,644,606,611
FBgn0038111,931,997,1162,1126,2303,1868,1515
FBgn0038118,363,406,351,346,804,482,621
FBgn0038128,67,94,87,99,220,146,121
FBgn0038129,195,265,223,244,424,296,370
FBgn0038145,4246,5104,4164,4840,11126,6770,6107
FBgn0038146,666,778,703,772,1430,953,1150
FBgn0038149,440,565,1061,1363,1052,1621,663
FBgn0038156,47,60,61,83,115,105,77
FBgn0038166,255,301,320,315,537,442,365
FBgn0038167,527,577,555,626,1096,732,729
FBgn0038168,448,556,536,656,1027,984,670
FBgn0038183,149,183,168,196,335,273,226
FBgn0038194,31,48,53,60,107,106,75
FBgn0038195,1047,1236,1275,1334,3128,2485,1993
FBgn0038196,257,337,278,378,843,710,525
FBgn0038197,342,342,324,323,717,649,462
FBgn0038198,19,8,81,116,27,122,32
FBgn0038206,439,548,529,654,896,790,643
FBgn0038220,386,401,443,487,855,750,520
FBgn0038223,371,329,370,390,857,712,597
FBgn0038224,634,799,868,925,1709,1759,1114
FBgn0038233,104,127,134,144,263,178,191
FBgn0038234,73,121,124,140,336,223,174
FBgn0038235,39,45,38,50,161,120,72
FBgn0038237,33,25,4,4,101,13,24
FBgn0038243,472,552,519,577,1234,1155,811
FBgn0038244,1488,1663,1735,1776,2982,2677,2168
FBgn0038250,175,240,190,209,299,236,440
FBgn0038251,194,225,248,264,438,363,279
FBgn0038256,772,999,724,754,1777,912,1713
FBgn0038260,51,48,30,39,87,57,75
FBgn0038268,118,124,163,159,286,268,236
FBgn0038269,447,543,495,531,1241,835,708
FBgn0038271,3774,4349,4179,4738,6754,4593,4717
FBgn0038272,374,462,431,500,894,747,526
FBgn0038274,502,576,580,665,950,789,810
FBgn0038275,176,211,179,212,538,324,267
FBgn0038286,1182,1335,1125,1353,2462,1762,1436
FBgn0038290,670,909,616,688,1681,1011,1089
FBgn0038291,196,206,164,179,507,289,276
FBgn0038293,1828,2097,3349,3496,3988,4729,2635
FBgn0038296,154,151,181,180,347,360,255
FBgn0038300,284,418,392,488,735,559,554
FBgn0038301,176,166,194,234,342,268,226
FBgn0038302,208,225,262,277,620,495,293
FBgn0038303,382,512,456,479,1016,897,737
FBgn0038304,331,400,495,534,807,808,575
FBgn0038306,280,361,357,392,828,628,608
FBgn0038307,144,184,171,228,462,339,367
FBgn0038309,36,41,66,64,66,89,51
FBgn0038311,32,30,36,39,107,79,52
FBgn0038312,104,135,127,125,199,184,188
FBgn0038313,144,209,200,244,381,360,250
FBgn0038316,232,259,247,323,480,326,291
FBgn0038318,1263,1560,1540,1686,2526,2262,2130
FBgn0038319,163,225,220,296,467,301,311
FBgn0038320,3463,3711,3816,4045,7248,5628,5661
FBgn0038321,109,120,138,151,214,191,166
FBgn0038323,39,47,38,45,113,93,62
FBgn0038324,107,162,213,192,249,295,245
FBgn0038325,236,255,247,260,477,357,311
